business_name,address,loc_lat,loc_long,category01,rating,block,crime_lat,crime_long,offense,offense_group,method,ucrrank,year,report_date
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,assault w/dangerous weapon,violent,others,3,2017,2017-05-08T21:57:31.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,assault w/dangerous weapon,violent,others,3,2017,2017-03-16T19:54:16.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,burglary,property,others,5,2017,2017-12-07T08:22:38.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,burglary,property,others,5,2016,2016-07-11T05:41:56.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,motor vehicle theft,property,others,8,2018,2018-04-04T01:11:15.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft f/auto,property,others,7,2016,2016-07-12T13:07:37.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2018,2018-03-30T08:59:49.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2018,2018-02-03T13:01:50.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2017,2017-09-02T20:25:56.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2017,2017-02-28T21:57:59.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2016,2016-11-07T01:52:04.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2016,2016-07-10T02:09:45.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2016,2016-06-28T15:00:38.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2016,2016-06-05T15:59:31.000Z
1310 Kitchen & Bar,1310 Wisconsin Ave NW,38.90721,-77.06356,Breakfast & Brunch,4,1300 - 1335 block of wisconsin avenue nw,38.90721387,-77.06325007,theft/other,property,others,6,2016,2016-04-25T17:56:45.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,assault w/dangerous weapon,violent,knife,3,2018,2018-01-11T00:03:54.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,assault w/dangerous weapon,violent,others,3,2017,2017-01-22T18:41:56.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,motor vehicle theft,property,others,8,2016,2016-06-11T09:59:47.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,robbery,violent,others,4,2017,2017-04-01T22:12:27.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,sex abuse,violent,others,2,2018,2018-04-09T06:12:43.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2017,2017-12-28T18:43:31.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2017,2017-06-18T20:13:22.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2017,2017-03-10T22:06:49.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2017,2017-01-26T17:58:21.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2016,2016-12-11T20:32:15.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2016,2016-08-20T15:35:44.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft f/auto,property,others,7,2016,2016-05-15T23:46:50.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-12-04T18:07:58.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-12-01T15:49:36.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-11-30T17:28:09.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-11-27T17:53:53.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-11-10T21:54:19.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-09-29T15:34:12.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-08-07T01:34:44.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-07-28T01:30:08.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-07-26T21:01:30.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-07-11T05:17:38.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-06-04T13:06:48.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-06-03T01:50:32.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2017,2017-02-23T00:25:27.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-09-24T00:17:03.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-08-20T20:25:54.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-08-19T14:35:08.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-08-13T20:24:22.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-08-10T03:18:51.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-06-17T18:58:55.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-05-15T01:00:02.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-04-28T12:08:03.000Z
b DC Penn Quarter,801 Pennsylvania Ave NW,38.8942947129763,-77.0233643521111,Burgers,4,700 - 899 block of pennsylvania avenue nw,38.89359008,-77.02295057,theft/other,property,others,6,2016,2016-04-17T18:30:33.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,assault w/dangerous weapon,violent,gun,3,2018,2018-01-21T06:17:06.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,assault w/dangerous weapon,violent,others,3,2016,2016-08-11T15:29:31.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,assault w/dangerous weapon,violent,knife,3,2016,2016-06-21T05:20:36.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,burglary,property,others,5,2017,2017-06-06T17:01:14.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,burglary,property,others,5,2016,2016-08-10T08:30:50.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,burglary,property,others,5,2016,2016-07-05T17:39:03.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,burglary,property,others,5,2016,2016-06-10T01:12:42.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,motor vehicle theft,property,others,8,2018,2018-01-10T06:48:18.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,motor vehicle theft,property,others,8,2017,2017-06-10T01:15:58.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2018,2018-02-07T04:22:05.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2017,2017-08-26T17:54:36.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2017,2017-08-25T21:32:38.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2017,2017-04-26T00:18:04.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2017,2017-04-14T02:58:03.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2017,2017-02-08T07:46:55.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2016,2016-11-15T20:14:38.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,robbery,violent,others,4,2016,2016-07-23T17:24:47.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2018,2018-02-08T02:21:33.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2017,2017-12-11T03:58:44.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2017,2017-12-03T19:22:04.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2017,2017-09-04T04:11:11.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2016,2016-08-01T13:25:42.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft f/auto,property,others,7,2016,2016-05-28T22:55:49.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-24T19:31:26.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-24T05:17:50.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-19T12:08:20.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-19T07:08:08.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-18T22:08:25.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-03-09T19:56:48.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-02-08T06:11:14.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-02-06T18:46:32.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-30T13:44:36.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-28T18:57:14.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-27T15:41:47.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-27T15:27:14.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-24T22:30:19.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-18T13:48:48.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-18T03:14:15.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2018,2018-01-02T02:39:57.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-23T00:22:09.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-18T19:32:08.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-13T08:50:06.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-09T08:10:28.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-09T05:21:41.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-12-09T01:48:39.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-26T16:42:47.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-25T23:27:59.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-25T03:00:27.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-19T22:27:57.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-16T03:46:45.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-14T04:55:16.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-06T17:03:47.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-03T01:29:19.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-03T01:14:28.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-11-01T02:30:07.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-10-29T21:53:49.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-10-26T18:54:34.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-10-19T04:34:05.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-10-04T14:01:53.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-09-23T03:37:05.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-09-21T01:17:20.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-09-12T17:25:21.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-28T01:47:05.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-27T20:07:37.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-26T15:55:04.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-22T11:33:52.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-18T18:43:01.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-08T03:16:17.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-08-01T11:29:31.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-31T18:13:36.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-20T11:34:55.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-17T02:46:52.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-14T15:30:16.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-11T23:22:39.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-09T03:52:20.000Z
Barrel,613 Pennsylvania Ave SE,38.8851357980807,-76.9978595803566,American (New),4.5,600 - 669 block of pennsylvania avenue se,38.88513344,-76.99732602,theft/other,property,others,6,2017,2017-07-06T23:39:39.000Z
