business_name,address,category01,rating,block,offense,offense_group,method,ucrrank,year,report_date
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-02-26T15:16:28.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-02-23T03:47:13.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-02-22T23:48:35.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-02-14T19:17:42.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-31T14:57:17.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-23T15:51:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-17T02:49:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-13T14:59:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-08T22:52:30.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2018,2018-01-03T23:51:07.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-28T21:32:42.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-27T23:29:49.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-24T17:00:01.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-24T04:08:20.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-21T16:16:24.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-18T20:06:46.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-12-16T01:21:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-29T16:13:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-26T17:13:52.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-11T19:53:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-09T02:32:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-08T18:09:35.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-11-02T01:11:39.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-31T18:16:51.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-29T22:13:02.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-26T21:15:52.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-23T01:16:34.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-22T21:10:23.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-17T17:14:38.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-15T01:02:58.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-13T20:07:49.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-08T22:39:36.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-08T15:30:58.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-05T18:03:49.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-04T14:36:13.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-10-03T12:51:41.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-09-28T21:42:27.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-09-27T18:20:14.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-09-25T03:23:10.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-09-25T02:32:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-09-10T16:59:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-08-30T21:42:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-08-29T17:32:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-08-13T15:14:39.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-27T14:08:25.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-26T14:41:33.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-21T23:31:31.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-18T18:29:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-15T14:26:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-14T23:08:50.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-12T15:12:33.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-07T20:18:39.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-07-02T17:10:46.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-27T21:38:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-19T02:28:38.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-15T18:30:24.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-07T19:09:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-07T18:50:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-04T15:59:16.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-06-04T07:34:52.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-31T13:05:58.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-29T12:52:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-27T15:39:27.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-25T14:52:21.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-24T16:42:11.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-20T13:24:56.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-19T17:16:03.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-12T06:25:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-09T08:56:31.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-03T21:53:40.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-05-02T13:01:29.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-30T08:45:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-29T01:49:39.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-27T13:42:28.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-24T06:55:45.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-24T02:31:36.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-19T21:14:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-13T15:35:13.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-02T18:31:43.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-04-01T00:37:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-31T02:49:30.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-28T18:19:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-26T14:43:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-21T22:02:14.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-21T19:43:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-19T05:00:10.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-14T14:50:51.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-05T21:13:10.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-03-01T21:44:49.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-27T23:28:27.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-25T20:03:09.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-18T18:46:22.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-16T16:10:51.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-15T19:37:06.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-12T22:50:24.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-11T23:44:47.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-08T15:00:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-08T14:16:34.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-04T21:43:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-02-04T16:51:59.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-27T21:31:23.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-27T06:02:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-24T22:33:04.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-24T19:57:32.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-23T15:31:52.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-22T17:47:00.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-21T04:15:43.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-17T22:46:33.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-16T03:11:38.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-12T18:30:21.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-06T02:39:33.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2017,2017-01-03T23:14:03.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-28T02:43:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-23T12:07:03.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-22T04:18:49.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-21T22:43:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-11T20:36:12.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-10T03:22:18.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-12-04T04:26:31.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-29T20:49:35.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-26T18:07:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-24T18:19:54.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-22T21:06:34.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-21T21:11:32.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-21T15:23:20.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-16T15:27:45.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-11-11T15:34:12.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-10-25T16:33:26.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-09-22T02:41:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-09-18T15:04:29.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-09-14T15:16:43.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-09-07T04:02:21.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-30T20:16:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-23T21:15:04.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-22T12:05:15.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-13T19:26:07.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-12T00:53:35.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-11T21:15:09.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-10T12:29:46.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-08-03T00:48:10.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-26T23:21:11.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-26T20:25:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-25T01:18:23.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-24T01:18:00.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-19T18:09:11.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-18T23:42:14.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-17T16:20:22.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-15T00:38:10.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-14T04:32:40.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-13T00:58:13.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-13T00:48:44.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-04T21:10:18.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-07-01T23:14:07.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-30T22:15:08.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-26T20:49:55.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-26T01:45:26.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-22T13:41:51.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-18T13:23:15.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-12T22:40:19.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-06T19:57:59.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-06-04T20:42:06.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-22T21:38:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-20T17:40:54.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-20T14:04:43.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-19T11:20:37.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-08T20:11:29.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-06T13:11:47.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-05-01T20:30:48.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-04-29T02:45:03.000Z
Farmbird,625A H St NE,Chicken Shop,5,600 - 699 block of h street ne,theft/other,property,others,6,2016,2016-04-20T19:17:09.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,burglary,property,others,5,2016,2016-07-25T22:27:36.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,robbery,violent,gun,4,2017,2017-04-28T04:47:05.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,robbery,violent,others,4,2016,2016-10-29T19:07:15.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft f/auto,property,others,7,2018,2018-01-10T19:55:50.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft f/auto,property,others,7,2017,2017-12-27T19:32:34.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft f/auto,property,others,7,2017,2017-07-11T03:07:18.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft f/auto,property,others,7,2016,2016-08-25T20:25:14.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2018,2018-03-05T07:50:14.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2017,2017-11-05T19:15:11.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2017,2017-04-20T06:52:50.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2017,2017-01-15T06:11:49.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2016,2016-12-18T00:23:48.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2016,2016-09-20T19:09:05.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2016,2016-09-14T17:51:06.000Z
Grady's,2210 14th St NW,American (New),4.5,2200 - 2299 block of 14th street nw,theft/other,property,others,6,2016,2016-08-08T19:07:30.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,burglary,property,others,5,2017,2017-05-16T19:23:17.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,burglary,property,others,5,2017,2017-05-16T15:09:43.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,motor vehicle theft,property,others,8,2017,2017-03-08T11:00:53.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,motor vehicle theft,property,others,8,2016,2016-10-09T04:10:29.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,motor vehicle theft,property,others,8,2016,2016-05-30T16:40:28.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,robbery,violent,others,4,2016,2016-10-17T02:22:41.000Z
Honeysuckle,1990 M St NW,American (New),4.5,16 - 68 block of m street nw,robbery,violent,others,4,2016,2016-06-20T05:57:01.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft f/auto,property,others,7,2017,2017-03-31T06:34:03.000Z
Honeysuckle,1990 M St NW,American (New),4.5,16 - 68 block of m street nw,theft f/auto,property,others,7,2017,2017-02-09T21:59:31.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft f/auto,property,others,7,2016,2016-06-13T01:55:38.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2018,2018-03-24T01:04:40.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2018,2018-03-16T14:50:18.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2018,2018-02-01T00:34:46.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2017,2017-10-04T03:52:27.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2016,2016-09-23T18:06:13.000Z
Honeysuckle,1990 M St NW,American (New),4.5,1900 - 1999 block of m street nw,theft/other,property,others,6,2016,2016-09-04T23:49:59.000Z
Honeysuckle,1990 M St NW,American (New),4.5,16 - 68 block of m street nw,theft/other,property,others,6,2016,2016-05-06T19:43:28.000Z
Napoli Pasta Bar,2737 Sherman Ave NW,Italian,4.5,2700 - 2799 block of sherman avenue nw,burglary,property,others,5,2017,2017-07-28T15:56:13.000Z
Napoli Pasta Bar,2737 Sherman Ave NW,Italian,4.5,2700 - 2799 block of sherman avenue nw,theft f/auto,property,others,7,2018,2018-04-09T07:18:45.000Z
Napoli Pasta Bar,2737 Sherman Ave NW,Italian,4.5,2700 - 2799 block of sherman avenue nw,theft f/auto,property,others,7,2018,2018-03-01T16:13:58.000Z
